genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
blues,0.101,0.143,1.73,2.146,0.053,0.057,0.125,0.069,129.199,1592.588,828.825,2172.33,437.241,2779.835,320.138,3295.269,241.828,35.198,21.505,25.397,21.797,21.461,19.748,40.125,4.172,6.55,6.334,5.066,4.041,3.162,4.484,3631.403,2043.66,-233.725,101.184,17.65,23.734,2.079,25.94,-16.968,15.094,-22.279,4.401,-23.202,-6.046,-5.065,1.073,-5.78,-8.306,-11.386,-6.725,-10.028,-14.035,60.723,29.763,19.38,14.819,15.092,11.655,18.417,10.657,9.919,11.071,12.944,9.041,8.995,9.999,9.431,9.178,9.919,9.834,8.599,8.823,0.261,0.35,0.467,0.442,0.28,0.227,0.205,0.226,0.235,0.32,0.184,0.151,0.319,0.306,0.397,0.374,0.288,0.319,0.271,0.302,0.29,0.365,0.228,0.213
blues,0.139,0.179,1.323,0.671,0.039,0.031,0.17,0.056,143.555,1351.583,733.048,1992.829,521.489,2639.266,405.32,3185.53,317.148,36.75,21.684,24.467,22.662,21.584,20.537,40.263,4.198,4.879,5.068,4.62,3.596,2.862,3.84,2952.457,2126.427,-206.988,117.781,23.256,28.294,-1.1,18.865,-21.954,17.855,-25.583,2.129,-17.789,-8.015,-17.616,-8.139,-8.646,-15.539,-15.331,-9.665,-10.103,-17.835,45.015,27.642,16.781,16.169,14.003,12.693,14.565,11.72,14.154,10.156,8.548,7.77,8.53,9.256,10.743,9.264,8.835,9.862,7.433,9.538,0.244,0.162,0.199,0.272,0.292,0.466,0.375,0.386,0.222,0.162,0.203,0.164,0.335,0.214,0.281,0.303,0.254,0.392,0.273,0.389,0.233,0.227,0.307,0.222
blues,0.125,0.162,1.361,0.762,0.043,0.033,0.152,0.056,151.999,1299.523,584.281,1960.352,486.302,2611.979,405.576,3168.569,342.795,36.238,22.614,27.636,23.712,23.313,21.731,40.294,4.42,5.624,5.138,4.956,4.547,3.362,4.169,2823.35,1917.229,-221.802,110.843,18.621,30.923,3.291,22.587,-20.418,12.121,-26.348,-4.356,-26.407,-13.038,-12.652,-1.822,-7.26,-6.66,-14.683,-11.719,-11.025,-13.387,50.124,24.219,13.789,13.442,14.88,10.032,17.851,10.705,10.426,10.107,11.335,10.382,12.101,9.753,10.531,10.44,10.164,10.766,10.888,9.93,0.133,0.281,0.446,0.339,0.159,0.101,0.196,0.287,0.245,0.418,0.255,0.183,0.192,0.282,0.395,0.326,0.226,0.174,0.301,0.382,0.257,0.384,0.254,0.3
blues,0.084,0.119,1.721,2.138,0.039,0.056,0.101,0.063,123.047,1231.626,831.582,1851.713,533.336,2516.452,431.674,3086.2,349.814,36.997,24.472,23.832,22.572,23.418,20.748,36.923,4.981,5.724,5.775,5.259,4.869,3.812,5.032,2609.526,2118.429,-288.802,105.9,18.791,23.688,5.705,25.549,-13.467,12.425,-11.944,1.575,-15.636,-6.665,-11.719,-2.952,-7.38,-15.694,-10.959,-10.877,-18.504,-19.111,72.912,28.812,20.84,18.529,19.559,12.82,15.104,11.215,14.028,11.507,11.261,9.027,10.106,10.265,9.074,7.387,7.837,6.724,7.478,8.681,0.356,0.221,0.197,0.182,0.224,0.297,0.308,0.437,0.278,0.25,0.3,0.276,0.386,0.221,0.26,0.283,0.283,0.343,0.292,0.404,0.26,0.307,0.317,0.248
blues,0.109,0.141,1.397,0.843,0.042,0.038,0.133,0.047,151.999,1395.899,828.616,2060.206,530.553,2706.703,394.545,3247.103,297.529,37.033,21.679,25.763,23.251,21.396,21.051,39.995,4.467,4.864,5.217,4.823,3.428,3.273,4.131,3162.239,2357.009,-239.011,108.669,34.149,30.243,-0.471,27.297,-21.389,14.156,-24.506,-1.877,-28.052,-11.258,-16.484,-7.636,-12.796,-15.352,-13.732,-7.4,-10.084,-13.285,56.748,28.668,16.71,17.38,15.391,11.856,16.919,11.812,10.841,13.395,11.278,9.361,9.498,8.891,7.961,9.065,11.875,8.301,8.398,9.37,0.313,0.219,0.177,0.156,0.247,0.458,0.315,0.233,0.21,0.27,0.281,0.253,0.321,0.261,0.275,0.209,0.24,0.403,0.285,0.322,0.264,0.345,0.329,0.275
blues,0.11,0.147,1.466,1.171,0.046,0.026,0.136,0.057,129.199,1494.886,574.467,2141.355,404.909,2749.427,292.616,3264.745,224.335,35.416,21.971,25.45,22.487,21.503,20.897,40.475,4.41,5.966,5.778,4.902,4.134,3.239,3.733,3492.862,1926.089,-217.211,105.791,15.619,25.263,-1.438,30.195,-17.714,17.322,-27.21,4.34,-20.063,-10.696,-14.225,-5.156,-3.472,-6.184,-15.325,-6.846,-9.828,-13.941,59.99,23.118,18.932,14.815,14.698,10.845,14.96,11.252,10.598,13.324,10.744,8.424,10.247,9.113,10.062,8.161,10.778,9.668,9.53,9.64,0.235,0.323,0.465,0.39,0.247,0.239,0.198,0.209,0.232,0.316,0.168,0.124,0.319,0.287,0.393,0.336,0.29,0.333,0.266,0.294,0.282,0.353,0.211,0.189
blues,0.141,0.183,1.286,0.639,0.045,0.024,0.173,0.058,129.199,1481.924,638.434,2087.457,499.228,2702.096,375.632,3227.052,288.711,34.968,21.535,24.486,24.153,22.368,19.785,40.893,4.43,5.082,5.031,4.364,4.007,3.085,3.559,3351.23,2043.585,-171.786,120.28,15.337,21.097,-5.41,24.192,-24.14,18.545,-22.353,1.303,-20.761,-4.985,-17.12,-7.898,-15.321,-9.35,-8.906,-8.517,-14.33,-19.935,44.095,26.336,16.414,12.111,13.236,10.92,12.065,10.029,11.81,10.765,8.254,9.026,9.294,7.934,6.578,7.039,6.571,7.572,7.57,6.974,0.198,0.173,0.253,0.293,0.338,0.381,0.296,0.296,0.287,0.359,0.401,0.202,0.281,0.214,0.316,0.309,0.31,0.367,0.269,0.328,0.287,0.321,0.368,0.213
blues,0.162,0.209,1.231,0.53,0.037,0.019,0.198,0.069,151.999,1223.671,507.234,1897.152,442.713,2574.216,361.769,3148.598,297.531,36.2,21.664,26.541,23.176,22.694,21.203,40.121,5.288,5.206,5.592,4.488,3.749,3.129,3.748,2555.235,1722.86,-200.221,116.345,18.061,25.289,0.316,24.177,-22.223,11.183,-26.842,-7.644,-24.872,-12.015,-17.009,-8.115,-11.959,-12.618,-14.188,-8.204,-15.025,-10.322,53.639,22.023,14.165,17.052,13.426,10.008,17.587,9.749,9.868,10.521,11.13,9.941,8.832,9.192,8.929,9.778,9.703,9.467,8.101,9.711,0.263,0.137,0.132,0.15,0.255,0.501,0.27,0.128,0.176,0.249,0.317,0.212,0.345,0.212,0.243,0.229,0.242,0.408,0.244,0.214,0.3,0.308,0.396,0.248
blues,0.055,0.084,2.379,4.88,0.048,0.036,0.069,0.047,123.047,1098.143,595.869,1639.482,458.169,2297.859,374.365,2875.513,308.037,32.742,21.205,24.49,24.949,24.958,22.848,35.143,5.294,5.809,6.694,6.174,5.23,5.24,6.525,2163.154,1703.618,-328.674,102.697,19.876,26.731,7.158,22.717,-6.957,12.804,-10.709,-0.419,-12.364,-8.897,-9.239,-9.109,-9.004,-7.641,-7.191,-9.368,-4.47,-3.689,86.356,25.143,26.515,13.05,15.907,15.762,14.465,12.461,12.615,9.144,10.492,10.548,11.239,11.555,13.735,13.93,12.58,13.281,11.938,13.268,0.324,0.126,0.09,0.201,0.345,0.628,0.352,0.203,0.209,0.182,0.171,0.185,0.38,0.162,0.16,0.29,0.269,0.388,0.243,0.271,0.326,0.273,0.29,0.241
blues,0.137,0.179,1.322,0.74,0.044,0.045,0.168,0.063,129.199,1483.058,734.911,2128.974,475.388,2763.291,354.286,3299.762,271.294,34.823,23.603,24.307,22.996,22.93,20.731,40.998,4.957,4.928,5.181,4.524,4.047,3.178,3.691,3377.038,2056.55,-192.667,111.191,21.373,26.398,-0.646,23.487,-25.465,16.938,-16.977,5.789,-25.73,-5.045,-17.632,-7.922,-15.152,-12.343,-17.228,-7.772,-13.034,-17.946,56.743,27.573,17.271,15.837,13.804,13.062,10.969,11.917,13.81,9.876,9.269,8.56,9.015,7.601,9.783,8.145,8.481,8.205,8.715,7.689,0.124,0.103,0.177,0.354,0.264,0.246,0.293,0.312,0.35,0.321,0.445,0.219,0.248,0.199,0.213,0.364,0.267,0.253,0.337,0.323,0.379,0.284,0.382,0.233
blues,0.07,0.1,2.367,4.349,0.035,0.031,0.086,0.051,117.454,1089.343,699.291,1679.474,579.811,2360.057,482.949,2954.284,396.086,36.669,22.505,25.483,22.393,22.299,20.031,35.228,5.028,5.585,5.936,4.825,4.106,3.604,5.872,2181.42,1954.279,-301.686,111.539,21.896,16.146,8.192,22.086,-8.614,1.492,-17.075,-8.338,-17.011,-10.573,-15.687,-12.599,-12.246,-14.543,-10.092,-5.78,-7.776,-7.187,71.2,24.381,17.383,15.563,16.857,11.762,16.761,11.005,10.651,10.666,10.325,9.448,8.856,9.097,9.54,12.046,11.947,8.874,9.421,11.725,0.333,0.23,0.181,0.166,0.282,0.481,0.249,0.146,0.179,0.288,0.285,0.258,0.369,0.266,0.269,0.224,0.262,0.415,0.235,0.242,0.239,0.358,0.356,0.282
blues,0.106,0.138,1.418,0.88,0.098,0.037,0.135,0.028,117.454,2282.048,450.644,2357.341,223.76,2712.646,184.875,3054.582,166.368,18.368,14.839,20.122,18.203,18.667,17.283,41.648,3.742,3.594,4.336,4.212,3.523,2.967,2.426,5117.811,760.506,-110.26,90.702,-2.527,74.053,-11.747,39.215,-13.172,20.535,-17.164,12.829,-21.434,5.952,-8.034,4.24,-16.486,6.543,-5.696,-3.641,-4.857,1.855,35.886,15.182,15.087,10.686,10.651,8.131,9.292,7.097,6.858,9.661,6.412,7.004,6.867,6.802,5.825,5.955,6.297,6.023,6.948,6.786,0.377,0.453,0.354,0.436,0.288,0.283,0.323,0.487,0.666,0.457,0.336,0.296,0.278,0.322,0.223,0.323,0.202,0.229,0.233,0.265,0.32,0.255,0.254,0.202
blues,0.103,0.132,1.469,0.948,0.102,0.04,0.129,0.03,129.199,2402.213,554.974,2463.922,282.411,2844.378,229.917,3197.85,192.354,19.735,14.574,20.118,19.102,18.706,17.862,42.459,3.699,3.907,4.715,4.112,3.121,3.106,2.285,5416.759,974.135,-107.161,88.466,-4.175,55.484,-8.007,38.416,-6.399,28.574,-19.821,13.247,-19.242,12.073,-4.58,3.792,-16.991,11.625,-7.36,-3.657,-7.177,1.977,37.652,19.467,18.012,11.381,10.349,8.4,9.46,9.261,7.407,11.179,8.289,7.241,7.542,6.887,6.373,6.273,6.601,8.044,7.508,6.815,0.318,0.367,0.381,0.576,0.39,0.244,0.302,0.38,0.439,0.434,0.504,0.401,0.258,0.306,0.26,0.357,0.268,0.199,0.256,0.267,0.312,0.285,0.327,0.285
blues,0.09,0.113,1.423,0.811,0.098,0.043,0.111,0.023,89.103,2317.539,452.331,2368.569,217.946,2735.174,212.79,3076.394,229.786,22.581,17.493,20.118,20.587,22.511,19.221,41.453,4.051,4.77,4.969,4.691,4.525,3.091,2.234,5207.035,745.902,-159.545,69.78,-4.396,76.854,3.921,45.173,-4.866,32.202,-9.797,7.812,-21.828,9.684,-2.589,3.307,-14.967,10.236,-4.084,-5.85,-2.474,6.65,49.425,15.504,22.705,10.557,10.905,6.401,7.621,6.714,8.272,8.179,8.508,6.386,8.917,8.889,8.198,9.056,8.205,9.799,12.819,10.442,0.451,0.484,0.346,0.248,0.312,0.365,0.426,0.361,0.33,0.344,0.393,0.465,0.317,0.338,0.255,0.212,0.264,0.292,0.325,0.303,0.284,0.279,0.317,0.343
blues,0.101,0.132,1.691,1.547,0.087,0.035,0.127,0.036,129.199,2164.576,433.492,2373.589,245.042,2799.95,179.172,3191.5,145.723,19.293,14.132,18.061,17.757,17.814,16.598,41.961,3.995,3.724,4.106,3.528,3.016,2.963,2.516,5024.745,965.202,-109.165,100.621,-8.615,47.358,-6.556,39.614,-8.518,29.565,-16.576,13.166,-24.21,6.586,-8.643,4.912,-15.443,1.539,-6.732,1.418,-3.962,3.287,46.976,15.175,19.588,9.104,9.477,9.622,9.534,6.398,7.687,10.673,6.417,7.929,6.602,6.24,6.214,6.193,6.704,8.709,6.375,8.256,0.447,0.315,0.323,0.368,0.411,0.368,0.466,0.381,0.419,0.384,0.391,0.519,0.3,0.25,0.264,0.294,0.308,0.256,0.317,0.245,0.319,0.269,0.262,0.335
blues,0.109,0.138,1.165,0.299,0.093,0.03,0.136,0.022,135.999,2289.82,414.25,2375.575,229.867,2738.605,192.27,3083.614,169.031,19.857,14.507,19.587,18.919,19.54,17.159,42.593,3.705,4.061,4.583,4.2,3.242,2.439,2.454,5209.377,752.68,-109.509,86.922,-8.608,64.495,-6.304,43.64,-8.287,28.546,-14.08,8.125,-21.491,11.087,-5.086,3.976,-12.86,12.344,0.026,-0.742,-5.127,3.303,28.761,15.101,16.724,9.073,7.423,6.235,7.183,7.408,8.813,9.246,8.336,9.751,9.571,8.298,7.274,7.829,8.562,7.503,9.799,9.623,0.31,0.432,0.432,0.471,0.337,0.258,0.322,0.345,0.466,0.471,0.513,0.358,0.234,0.316,0.264,0.338,0.247,0.195,0.279,0.259,0.343,0.29,0.345,0.249
blues,0.118,0.151,1.335,0.616,0.048,0.016,0.148,0.027,129.199,1750.753,382.445,2293.655,255.056,2743.885,200.347,3172.686,167.562,24.198,15.855,19.522,17.606,19.726,17.336,39.332,3.61,3.845,3.928,3.136,3.028,2.473,2.388,4569.131,902.665,-163.211,89.791,12.979,80.691,3.661,39.742,-5.404,26.5,-13.161,2.71,-20.552,6.009,-2.91,-0.435,-17.545,4.155,-5.99,-7.86,-8.565,1.858,25.848,14.414,11.619,6.582,5.734,6.237,6.629,5.617,6.161,5.995,6.238,6.146,7.088,5.656,6.233,5.656,6.005,5.658,5.642,6.544,0.413,0.379,0.327,0.376,0.318,0.288,0.362,0.433,0.546,0.571,0.627,0.512,0.299,0.278,0.216,0.304,0.234,0.227,0.276,0.288,0.311,0.285,0.328,0.295
blues,0.081,0.107,1.727,1.648,0.058,0.03,0.103,0.031,123.047,1927.62,578.009,2364.854,303.214,2808.169,228.231,3222.624,192.676,21.025,16.575,19.804,17.495,18.633,17.097,39.33,4.857,4.774,4.61,3.547,3.055,2.552,2.973,4799.838,1129.665,-182.638,90.677,14.119,67.55,2.693,38.431,-8.411,24.127,-13.782,4.836,-16.682,5.812,-5.15,0.193,-14.481,6.863,-4.442,-2.987,-4.816,5.4,47.64,21.242,16.351,13.178,10.837,8.112,12.137,8.506,7.737,7.664,6.667,6.525,7.039,5.995,6.341,5.522,6.34,5.117,5.976,6.861,0.299,0.417,0.42,0.475,0.352,0.262,0.348,0.401,0.51,0.445,0.386,0.289,0.259,0.335,0.281,0.343,0.265,0.221,0.287,0.278,0.352,0.305,0.338,0.263
blues,0.091,0.114,1.3,0.592,0.075,0.029,0.112,0.023,151.999,2026.464,403.637,2312.304,209.411,2705.558,178.42,3084.997,170.683,23.661,15.903,20.919,18.094,18.75,18.374,41.078,3.883,3.97,3.857,3.896,3.175,2.505,2.324,4866.246,759.591,-149.952,93.629,6.343,71.512,-8.108,36.207,-9.777,17.64,-21.116,-0.137,-22.199,5.43,-7.462,-4.336,-12.402,9.625,-5.014,-3.704,2.343,4.161,33.262,13.96,13.133,9.871,9.831,6.246,7.172,8.125,7.448,8.027,6.392,5.922,6.492,6.382,5.596,6.817,6.181,6.773,7.321,6.601,0.316,0.46,0.268,0.329,0.539,0.307,0.334,0.314,0.433,0.254,0.213,0.285,0.228,0.356,0.207,0.246,0.394,0.205,0.335,0.23,0.322,0.227,0.209,0.303
blues,0.098,0.127,1.501,1.067,0.099,0.036,0.124,0.03,123.047,2158.809,407.941,2205.088,283.0,2600.617,256.351,2977.829,237.867,20.568,14.943,18.782,18.599,18.819,18.047,41.534,3.955,3.987,4.389,3.698,3.09,3.483,2.119,4685.205,905.085,-106.311,102.631,-20.155,59.36,-9.955,33.689,-14.17,23.51,-13.314,16.014,-18.917,7.821,-7.788,4.048,-11.341,2.06,-5.739,0.464,-1.909,-3.128,38.954,16.337,19.26,11.162,11.402,7.735,10.876,9.691,7.878,8.89,7.879,8.294,7.132,7.34,6.098,6.866,5.673,8.11,8.085,6.829,0.322,0.395,0.413,0.482,0.326,0.269,0.317,0.377,0.451,0.408,0.479,0.354,0.278,0.313,0.274,0.329,0.242,0.236,0.276,0.274,0.311,0.276,0.328,0.25
blues,0.073,0.091,1.108,0.219,0.04,0.028,0.089,0.021,123.047,1330.722,644.041,1909.952,410.852,2468.665,300.955,2970.232,254.309,25.508,19.095,20.635,18.006,19.88,18.947,35.846,4.844,4.075,4.982,3.718,3.58,2.882,3.615,3074.04,1748.881,-255.966,110.823,21.505,67.571,4.3,43.105,-4.508,10.424,-8.694,1.658,-20.593,-2.443,-7.131,-11.164,-12.609,2.742,-8.949,-7.941,-2.344,-0.706,56.262,25.841,18.83,14.311,14.059,9.106,8.624,8.73,10.147,8.963,8.326,7.774,8.124,7.716,6.553,7.133,7.725,7.696,8.39,9.096,0.27,0.364,0.347,0.332,0.221,0.239,0.191,0.175,0.218,0.251,0.422,0.306,0.299,0.361,0.287,0.329,0.235,0.317,0.249,0.237,0.284,0.215,0.398,0.257
blues,0.143,0.193,1.613,1.471,0.086,0.035,0.182,0.063,135.999,1927.468,382.704,2080.58,270.952,2526.158,240.905,2952.467,224.209,19.986,15.905,17.255,17.973,18.4,17.11,41.35,4.511,4.168,4.368,3.806,3.223,3.024,2.807,4152.717,898.719,-82.979,107.052,-25.32,57.125,0.085,34.697,-11.042,20.533,-11.213,14.834,-10.229,12.54,-9.762,2.562,-6.301,2.997,-8.718,-0.327,-2.98,0.713,50.064,17.758,18.458,14.286,11.753,8.573,10.103,7.228,7.79,7.698,6.616,7.105,6.729,6.719,6.827,5.819,6.227,7.548,6.507,7.455,0.426,0.311,0.384,0.425,0.45,0.366,0.408,0.304,0.327,0.395,0.439,0.575,0.253,0.231,0.305,0.285,0.337,0.26,0.317,0.244,0.279,0.308,0.297,0.358
blues,0.157,0.201,1.229,0.45,0.107,0.031,0.197,0.041,99.384,1962.767,368.677,1928.163,272.064,2342.212,258.122,2762.301,236.134,22.317,14.468,17.732,18.044,17.771,19.258,41.318,4.819,3.637,4.18,3.722,2.765,3.122,2.604,3930.243,833.754,-55.579,114.936,-37.053,64.897,-7.139,15.238,-16.223,18.631,-9.746,21.46,-5.641,12.782,-16.529,3.794,-7.891,8.478,-4.065,3.207,-5.178,-1.28,31.798,17.828,14.373,8.32,9.733,10.739,9.912,8.846,8.274,8.576,8.492,9.969,7.482,7.363,7.612,7.502,6.863,7.083,7.4,7.616,0.276,0.296,0.358,0.474,0.552,0.421,0.354,0.384,0.435,0.389,0.382,0.389,0.217,0.247,0.269,0.293,0.324,0.278,0.259,0.283,0.315,0.31,0.283,0.29
blues,0.078,0.113,2.621,5.266,0.067,0.056,0.099,0.055,151.999,1396.575,660.272,1660.412,437.301,2120.484,405.3,2579.203,397.52,24.482,18.758,20.153,20.663,20.525,20.856,33.202,6.068,5.134,5.597,5.4,4.622,5.03,5.379,3004.365,1447.188,-225.27,117.646,-14.544,64.804,12.927,19.03,10.685,9.885,-2.386,11.688,1.543,3.05,-7.63,-8.958,-4.353,-0.062,-2.554,-3.438,-3.867,1.317,88.711,25.917,28.569,13.206,17.742,15.86,14.031,10.623,10.081,8.109,7.891,7.707,7.395,9.347,7.157,6.946,6.83,9.565,9.723,9.08,0.404,0.297,0.246,0.192,0.269,0.333,0.421,0.625,0.429,0.298,0.269,0.288,0.39,0.275,0.268,0.203,0.263,0.29,0.262,0.387,0.282,0.254,0.279,0.255
blues,0.131,0.179,1.72,1.835,0.133,0.048,0.168,0.061,103.359,2150.803,410.936,1956.441,290.681,2340.666,298.593,2717.287,302.971,20.428,14.921,18.494,18.435,18.937,19.788,40.621,5.24,4.141,4.587,3.916,3.281,4.202,3.773,4220.458,862.011,-76.718,105.753,-43.182,60.946,-8.759,21.227,-12.865,18.604,-11.385,14.542,-6.048,12.727,-9.367,1.351,-3.61,6.998,-4.053,-0.271,-3.696,-0.504,53.919,20.823,19.75,20.191,14.338,11.042,12.842,12.21,7.549,8.872,8.307,8.028,7.402,8.024,7.572,6.702,7.774,7.253,7.384,7.543,0.426,0.466,0.437,0.446,0.304,0.391,0.5,0.4,0.421,0.365,0.406,0.406,0.28,0.311,0.297,0.31,0.231,0.272,0.325,0.274,0.318,0.276,0.285,0.3
blues,0.159,0.21,1.486,1.067,0.103,0.044,0.201,0.06,92.285,2015.678,467.875,1987.438,272.888,2414.855,246.212,2829.129,222.634,21.778,13.685,17.37,16.601,17.574,17.628,41.559,4.693,3.553,4.405,3.258,2.958,3.001,3.149,4047.001,920.28,-57.979,108.989,-36.2,64.033,1.455,26.301,-17.47,20.424,-9.527,18.172,-6.047,13.863,-11.287,4.663,-6.389,3.214,-8.079,-1.724,-5.423,-2.582,41.778,21.294,17.454,12.274,13.441,9.358,12.278,7.772,7.634,7.967,7.829,7.991,6.549,7.695,6.173,6.509,5.784,6.575,5.925,6.2,0.365,0.467,0.551,0.484,0.509,0.391,0.405,0.424,0.493,0.555,0.437,0.368,0.258,0.27,0.313,0.257,0.309,0.252,0.29,0.264,0.281,0.312,0.243,0.244
blues,0.123,0.171,1.809,2.197,0.113,0.05,0.158,0.066,135.999,2007.619,433.48,1976.754,281.355,2397.172,262.069,2811.416,248.881,19.691,14.503,18.053,18.265,18.709,19.444,39.981,4.792,4.255,4.844,4.322,3.567,3.922,3.061,4001.301,878.251,-98.675,104.795,-35.11,60.702,-2.831,22.237,-7.837,19.03,-11.581,17.021,-5.386,12.202,-9.961,0.358,-4.265,6.135,-4.83,1.504,-1.491,3.51,57.757,18.444,18.688,16.874,12.443,11.225,10.404,10.219,7.167,10.253,7.604,8.243,7.628,7.442,6.585,6.651,7.548,6.6,8.362,6.35,0.426,0.376,0.398,0.318,0.469,0.479,0.529,0.57,0.401,0.404,0.414,0.41,0.317,0.261,0.289,0.236,0.296,0.292,0.292,0.356,0.272,0.28,0.294,0.261
blues,0.11,0.149,2.154,2.91,0.075,0.041,0.138,0.057,161.499,1780.719,586.725,2047.002,349.574,2516.919,290.224,2966.357,253.249,24.966,19.148,20.502,19.138,20.535,19.713,39.62,5.896,4.931,5.08,4.105,3.763,4.52,3.875,3887.993,1239.732,-145.435,102.829,-12.518,56.994,2.271,26.591,-4.275,17.339,-7.986,15.235,-6.935,7.457,-10.47,-2.36,-6.784,2.671,-4.761,-0.949,0.025,-2.005,68.029,23.063,18.864,16.704,16.184,13.841,13.82,10.381,8.982,9.08,6.95,10.203,7.052,9.617,8.857,6.824,8.584,7.936,9.544,7.3,0.3,0.27,0.4,0.407,0.518,0.42,0.434,0.42,0.377,0.39,0.346,0.418,0.245,0.22,0.302,0.255,0.352,0.292,0.294,0.323,0.287,0.335,0.262,0.331
blues,0.138,0.186,1.599,1.467,0.09,0.039,0.176,0.06,92.285,1866.014,501.469,1912.381,351.861,2340.765,315.14,2760.418,279.375,22.983,15.347,17.461,17.381,18.324,17.237,40.082,5.569,4.245,4.535,3.9,3.283,3.206,3.778,3805.794,1116.31,-92.748,115.34,-35.064,57.862,1.845,26.617,-14.552,22.133,-8.209,11.016,-5.644,7.277,-10.206,1.332,-4.106,0.978,-6.554,-0.683,-2.127,-1.518,55.956,22.859,20.221,18.192,17.37,12.356,12.202,10.486,8.487,10.191,8.928,8.389,7.524,8.206,8.321,6.939,5.978,6.8,6.9,7.08,0.409,0.36,0.399,0.427,0.485,0.461,0.512,0.383,0.349,0.374,0.407,0.512,0.269,0.248,0.282,0.273,0.32,0.265,0.332,0.257,0.275,0.28,0.281,0.341
blues,0.127,0.176,1.866,2.285,0.104,0.044,0.162,0.069,107.666,2044.231,529.734,2033.648,342.333,2445.819,304.815,2851.204,267.067,20.828,16.558,20.132,18.837,18.73,19.925,40.547,5.47,4.497,4.774,3.995,3.267,3.666,4.023,4207.783,1062.786,-95.436,105.217,-26.953,60.831,-4.828,21.538,-13.515,12.122,-20.234,12.139,-5.227,10.263,-9.438,3.868,-10.187,3.588,-3.101,0.195,0.843,-3.417,56.728,24.752,19.402,10.814,12.372,12.968,10.896,10.2,9.505,9.299,8.548,7.884,8.17,8.203,7.693,7.284,6.956,7.611,8.136,7.795,0.347,0.462,0.412,0.481,0.306,0.278,0.369,0.304,0.335,0.292,0.284,0.386,0.261,0.35,0.278,0.336,0.247,0.238,0.317,0.249,0.295,0.263,0.243,0.341
blues,0.131,0.182,1.936,2.442,0.142,0.065,0.17,0.065,107.666,2212.883,485.821,2101.36,225.082,2497.156,201.074,2881.121,199.287,20.564,15.116,18.117,18.269,19.606,20.147,41.582,5.63,4.243,4.332,3.994,3.846,4.267,2.482,4369.874,850.947,-86.225,91.948,-23.409,68.253,-3.896,22.745,-9.9,16.896,-11.398,18.432,-7.015,10.771,-11.939,1.006,-5.924,5.318,-6.141,1.949,-5.103,-0.666,50.731,17.93,15.45,11.969,15.104,12.817,11.21,8.377,7.74,8.579,6.432,7.435,7.653,6.546,7.311,6.35,6.922,7.581,7.342,6.309,0.45,0.406,0.415,0.276,0.37,0.444,0.433,0.528,0.367,0.394,0.407,0.382,0.322,0.287,0.316,0.211,0.269,0.304,0.25,0.342,0.242,0.293,0.299,0.26
