genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
blues,0.053,0.091,2.67,6.881,0.069,0.025,0.065,0.065,1580.356,404.061,1930.576,266.054,2464.29,275.424,2464.29,275.424,13.741,17.047,21.684,20.173,17.628,17.916,34.903,4.025,4.45,4.866,3.661,3.143,3.651,4.816,3442.814,958.214,-235.871,123.44,-10.063,33.616,-17.613,12.12,-8.135,10.808,-16.407,3.785,-5.912,6.368,-0.749,-0.844,1.593,2.866,0.197,-2.299,0.939,-2.88,73.842,21.336,24.986,12.803,23.474,14.023,10.148,8.084,8.18,8.945,6.581,9.28,8.091,10.033,9.41,7.878,7.439,8.593,8.911,8.448,0.198,0.206,0.541,0.269,0.238,0.269,0.221,0.397,0.213,0.197,0.331,0.279,0.27,0.197,0.375,0.211,0.232,0.317,0.208,0.384,0.221,0.215,0.366,0.271
blues,0.099,0.149,1.651,2.309,0.067,0.021,0.127,0.079,1350.531,400.782,1472.382,359.947,1982.577,338.644,1982.577,338.644,14.703,15.221,22.139,21.686,18.384,16.969,34.217,4.78,5.288,6.52,5.989,5.536,3.488,5.526,2575.991,1014.701,-199.106,139.383,-31.261,28.904,-15.892,6.258,-11.269,8.458,-4.708,0.957,-2.694,3.014,-3.306,-0.247,-0.284,-2.164,1.888,-0.789,-0.481,-3.191,105.719,29.414,34.144,23.32,15.272,12.126,13.422,10.084,7.49,6.537,8.052,5.492,7.811,6.157,6.513,7.496,7.308,7.676,7.247,7.635,0.597,0.154,0.156,0.239,0.284,0.401,0.285,0.409,0.186,0.216,0.352,0.427,0.356,0.159,0.186,0.262,0.283,0.415,0.241,0.34,0.22,0.261,0.331,0.279
blues,0.131,0.183,1.531,1.624,0.055,0.02,0.163,0.084,1233.373,423.31,1404.228,310.59,1930.522,259.129,1930.522,259.129,16.981,17.41,20.193,21.328,18.113,17.603,36.426,4.794,5.622,5.361,5.635,3.968,3.223,5.145,2329.083,1027.057,-151.655,153.828,-22.73,27.687,-16.181,2.666,-17.049,6.488,-5.924,0.553,-2.623,0.514,-6.736,-1.814,-0.307,-5.375,-1.152,-4.606,-2.543,-5.436,91.832,24.983,31.908,17.912,16.824,11.331,12.602,7.749,7.811,6.144,6.714,5.641,10.088,4.889,5.583,6.383,5.459,6.487,6.404,6.233,0.324,0.171,0.24,0.647,0.45,0.48,0.222,0.203,0.167,0.236,0.388,0.209,0.36,0.206,0.174,0.369,0.223,0.398,0.228,0.205,0.192,0.232,0.296,0.153
blues,0.113,0.182,2.424,5.065,0.066,0.02,0.14,0.117,1533.106,471.472,1636.32,417.393,2084.653,350.892,2084.653,350.892,16.738,16.476,21.748,21.696,19.766,18.844,36.338,5.937,5.117,6.768,5.639,4.83,3.628,5.298,3215.517,1320.175,-176.098,126.406,-24.14,29.898,-22.662,7.322,-12.396,5.127,-0.392,-3.263,-2.046,3.178,0.184,-3.019,-2.015,-1.387,-1.932,-0.796,1.102,-6.53,69.22,36.932,28.055,24.285,17.508,13.974,10.074,10.039,14.309,10.538,8.162,10.444,10.291,7.58,8.839,9.084,9.028,7.356,6.451,5.915,0.455,0.183,0.176,0.242,0.326,0.493,0.32,0.354,0.205,0.162,0.232,0.309,0.366,0.2,0.21,0.272,0.287,0.435,0.279,0.319,0.247,0.204,0.27,0.288
blues,0.043,0.067,1.784,2.881,0.043,0.038,0.052,0.042,1203.652,623.163,1744.748,482.946,2340.869,384.77,2340.869,384.77,26.097,16.217,17.011,18.076,16.957,15.654,30.963,6.514,4.592,4.753,3.997,2.885,2.216,4.769,2618.882,1688.015,-318.614,124.271,5.127,32.962,3.95,13.759,-4.364,11.872,2.284,7.66,-3.864,-1.38,-5.808,-5.248,-2.212,-3.991,-1.925,-0.459,1.327,-4.182,74.982,31.686,15.261,17.589,18.69,15.283,11.285,11.725,11.091,11.399,9.304,8.509,7.539,7.102,7.247,6.654,6.231,5.915,5.783,5.049,0.278,0.239,0.295,0.389,0.613,0.533,0.356,0.355,0.36,0.382,0.293,0.345,0.29,0.212,0.232,0.285,0.379,0.362,0.264,0.308,0.304,0.326,0.267,0.338
blues,0.056,0.086,2.156,4.076,0.048,0.058,0.069,0.052,1245.9,725.801,1675.943,486.59,2248.862,387.368,2248.862,387.368,27.83,16.547,18.28,18.18,17.591,16.293,32.324,5.944,4.928,4.629,3.936,3.273,2.605,5.141,2633.92,1701.338,-278.134,129.902,4.717,31.39,-3.582,14.044,-4.509,7.903,-1.214,5.866,-5.426,-3.719,-6.077,-7.517,-3.12,-3.18,-3.165,-2.214,2.371,-4.701,74.05,35.582,17.731,16.152,22.379,14.707,12.481,14.248,13.814,11.564,10.286,8.559,6.867,8.237,7.424,6.521,5.622,7.212,5.473,5.415,0.221,0.23,0.329,0.485,0.734,0.544,0.356,0.332,0.348,0.369,0.28,0.317,0.224,0.219,0.275,0.264,0.343,0.327,0.254,0.284,0.294,0.339,0.285,0.314
blues,0.063,0.092,1.668,2.262,0.039,0.029,0.076,0.052,1269.286,607.013,1760.674,451.015,2319.146,356.3,2319.146,356.3,28.298,17.925,17.801,17.618,17.756,16.541,33.232,5.376,5.051,4.919,3.815,3.328,2.727,5.125,2819.401,1634.742,-272.11,124.722,0.262,42.204,-1.71,20.188,-9.053,8.933,-1.067,8.15,-6.834,-3.323,-5.426,-7.197,-2.634,-1.868,-4.818,-3.163,2.169,-6.201,76.143,27.157,17.891,19.697,20.442,15.41,12.754,14.824,11.475,9.193,9.64,10.411,9.67,8.068,7.844,8.805,6.664,7.137,6.964,5.327,0.232,0.229,0.308,0.419,0.641,0.501,0.341,0.365,0.333,0.299,0.268,0.3,0.273,0.197,0.245,0.277,0.395,0.346,0.238,0.335,0.291,0.284,0.297,0.347
blues,0.089,0.127,1.819,2.311,0.079,0.055,0.111,0.06,1458.454,570.293,1609.708,228.301,2090.521,211.012,2090.521,211.012,17.242,19.838,21.204,20.731,22.302,23.443,33.965,4.47,5.529,4.872,5.305,4.749,4.393,3.794,2845.106,1004.818,-211.421,123.96,-19.185,64.347,0.936,13.234,2.398,1.92,-19.704,9.544,-3.086,-0.885,-0.24,4.338,-5.225,-7.365,-5.727,-3.462,-3.946,-6.354,66.274,30.354,30.413,19.473,16.721,9.872,10.462,11.211,11.435,10.399,12.159,9.89,10.589,6.475,6.857,8.341,7.691,8.332,10.751,9.015,0.284,0.223,0.256,0.175,0.185,0.291,0.325,0.187,0.211,0.234,0.406,0.63,0.221,0.274,0.329,0.199,0.267,0.32,0.344,0.228,0.244,0.245,0.273,0.402
blues,0.105,0.148,1.663,1.851,0.075,0.053,0.13,0.07,1373.168,490.827,1568.27,184.778,2047.224,170.617,2047.224,170.617,16.215,18.781,21.286,20.347,22.384,23.224,33.83,4.117,4.959,5.007,4.648,4.209,4.08,3.343,2789.374,938.861,-197.479,131.48,-17.979,64.681,0.713,13.084,0.522,-2.535,-18.607,7.89,-3.343,-1.306,0.24,3.357,-6.515,-11.541,-11.967,-2.421,-0.321,-5.703,65.535,23.175,27.815,17.684,17.815,10.974,10.802,12.125,8.466,9.324,11.601,9.817,8.627,8.218,6.637,7.126,7.602,7.802,10.907,11.237,0.274,0.137,0.217,0.241,0.265,0.301,0.232,0.111,0.157,0.199,0.389,0.616,0.217,0.192,0.31,0.295,0.321,0.323,0.279,0.135,0.214,0.244,0.268,0.407
blues,0.093,0.13,1.592,1.673,0.053,0.031,0.116,0.06,1157.348,380.302,1502.225,206.642,2045.28,206.322,2045.28,206.322,17.0,17.999,20.483,19.298,20.459,21.791,32.734,4.712,4.61,4.94,4.401,3.948,3.576,3.109,2448.815,989.837,-213.662,144.991,-10.98,55.447,-1.279,12.577,-0.758,-2.546,-16.668,8.748,-2.015,1.268,0.39,0.827,-4.392,-9.288,-10.344,-2.426,-0.063,-5.819,70.116,17.635,32.582,16.006,18.628,9.223,9.775,7.213,9.008,9.443,11.495,8.985,8.629,6.667,6.575,8.932,7.217,8.593,9.57,8.175,0.326,0.123,0.194,0.199,0.149,0.214,0.343,0.175,0.189,0.214,0.383,0.702,0.231,0.145,0.279,0.26,0.237,0.237,0.345,0.207,0.256,0.277,0.223,0.38
blues,0.079,0.11,1.767,2.02,0.049,0.028,0.099,0.046,1291.354,334.739,1856.106,260.492,2488.657,262.822,2488.657,262.822,17.372,16.567,20.641,18.615,19.313,18.882,35.118,4.601,4.8,4.694,4.021,3.534,3.665,1.957,2747.882,937.612,-206.66,129.798,9.218,48.433,2.182,16.841,-3.386,10.56,-24.435,13.464,-5.512,-0.179,-5.291,11.717,-1.581,0.094,-3.886,-0.45,-1.622,-3.606,43.534,18.747,23.449,12.059,10.652,12.339,7.245,8.242,10.164,8.538,8.348,7.63,6.824,8.459,7.591,7.479,8.849,8.829,8.124,9.677,0.186,0.16,0.204,0.16,0.222,0.297,0.204,0.23,0.472,0.4,0.628,0.428,0.216,0.232,0.25,0.202,0.253,0.27,0.185,0.204,0.38,0.234,0.378,0.277
blues,0.093,0.133,1.83,2.422,0.047,0.035,0.116,0.066,1239.901,381.35,1809.132,280.632,2457.528,279.89,2457.528,279.89,16.631,19.322,21.254,18.493,19.086,18.507,34.807,4.494,5.36,4.421,4.244,3.778,4.066,1.934,2553.108,1015.965,-210.764,127.561,12.893,45.715,7.38,16.457,-3.695,7.098,-20.513,7.916,-7.634,-1.403,-2.901,7.46,-1.497,-2.588,-4.875,-3.924,-3.133,-7.678,48.992,21.978,26.297,11.385,9.455,11.681,7.906,7.884,9.974,8.6,8.942,7.724,7.679,8.079,6.922,7.55,8.36,8.84,8.447,8.647,0.119,0.13,0.154,0.145,0.185,0.21,0.174,0.235,0.285,0.381,0.757,0.398,0.147,0.215,0.228,0.227,0.26,0.231,0.207,0.28,0.304,0.226,0.342,0.212
blues,0.101,0.146,1.847,2.475,0.058,0.041,0.125,0.076,1342.122,472.467,1782.408,269.191,2395.98,252.839,2395.98,252.839,17.256,19.823,22.937,19.528,20.538,20.386,34.87,4.591,5.186,5.235,4.792,4.78,4.446,1.818,2621.505,1077.728,-213.834,118.921,6.049,49.575,7.294,15.544,-1.424,4.929,-22.006,12.984,-5.539,-3.093,-2.726,8.347,0.632,1.886,-1.263,0.301,-1.363,-11.289,39.785,27.296,26.759,12.695,9.902,12.227,9.454,9.655,9.201,11.337,10.674,7.616,7.176,8.632,9.906,11.995,11.742,12.152,11.22,12.227,0.099,0.131,0.16,0.137,0.143,0.192,0.108,0.149,0.279,0.384,0.689,0.345,0.162,0.259,0.256,0.253,0.212,0.267,0.155,0.208,0.318,0.261,0.399,0.263
blues,0.05,0.081,2.946,7.992,0.039,0.035,0.062,0.052,964.846,326.746,1607.198,273.772,2295.845,354.313,2295.845,354.313,17.396,19.779,24.771,18.798,19.47,18.523,30.251,4.637,5.391,4.913,4.844,4.105,4.849,2.87,1688.633,833.257,-317.837,122.165,20.66,39.889,19.729,12.603,7.193,2.993,-8.948,9.737,5.85,0.253,5.829,9.727,4.044,3.298,3.988,-3.117,-1.874,-4.275,85.864,25.221,38.745,9.967,12.999,11.186,8.025,9.638,8.879,7.393,8.305,6.231,7.562,8.579,10.534,6.688,7.723,7.504,7.673,6.86,0.204,0.185,0.175,0.13,0.156,0.205,0.163,0.164,0.244,0.401,0.765,0.41,0.246,0.233,0.223,0.175,0.205,0.253,0.203,0.184,0.265,0.266,0.374,0.251
blues,0.058,0.091,2.576,5.754,0.044,0.035,0.074,0.054,1162.791,372.916,1704.393,268.337,2317.214,366.582,2317.214,366.582,18.408,19.925,23.48,20.369,21.365,19.698,31.022,4.331,5.165,6.605,6.147,6.036,5.289,2.748,2354.738,950.747,-305.932,109.742,5.539,50.557,9.136,22.443,1.286,0.951,-6.852,18.06,9.527,4.91,4.543,7.998,-0.482,-1.027,-3.878,-4.443,-0.917,-0.74,91.586,24.06,37.918,15.005,15.405,10.727,13.888,13.853,7.945,8.382,8.534,7.389,7.138,9.414,12.365,9.399,12.087,8.529,11.747,15.495,0.294,0.338,0.337,0.335,0.398,0.275,0.196,0.215,0.24,0.315,0.563,0.435,0.329,0.357,0.329,0.328,0.362,0.28,0.227,0.243,0.263,0.283,0.456,0.366
blues,0.052,0.082,2.777,6.984,0.051,0.046,0.066,0.049,1199.036,424.128,1691.082,277.876,2293.491,372.644,2293.491,372.644,17.564,19.318,22.601,19.275,20.627,20.028,31.39,3.94,5.346,6.198,5.508,5.42,5.41,3.393,2347.119,854.99,-300.309,117.612,0.612,53.978,15.006,17.397,-3.725,3.867,-12.123,19.032,6.582,2.585,3.995,10.546,-1.969,0.43,-0.192,-3.459,0.423,-1.543,94.701,26.326,36.282,17.373,17.047,14.158,13.911,14.126,11.498,8.989,10.566,9.321,9.232,7.931,12.101,7.448,7.775,7.923,8.384,6.849,0.396,0.427,0.406,0.274,0.314,0.456,0.389,0.329,0.36,0.409,0.53,0.467,0.366,0.349,0.352,0.27,0.27,0.358,0.32,0.286,0.297,0.309,0.39,0.376
blues,0.057,0.087,2.408,4.919,0.071,0.057,0.072,0.049,1455.823,514.279,1787.915,285.122,2374.771,339.718,2374.771,339.718,16.977,19.09,20.739,19.652,20.142,19.224,33.288,4.604,4.444,5.446,5.453,4.558,4.523,3.383,2909.406,769.784,-252.853,114.691,-7.99,47.751,7.843,19.044,0.599,10.83,-19.628,14.782,3.151,2.954,-2.251,6.136,-8.659,-3.287,-4.914,-4.88,0.238,-1.196,71.189,29.768,33.789,22.647,15.17,11.289,9.709,8.766,9.375,8.941,9.615,7.062,7.705,9.246,8.552,7.603,7.573,7.691,8.99,11.479,0.29,0.166,0.227,0.23,0.249,0.325,0.353,0.252,0.215,0.246,0.318,0.491,0.244,0.206,0.321,0.282,0.293,0.344,0.347,0.283,0.253,0.276,0.269,0.424
blues,0.061,0.094,2.918,7.452,0.065,0.039,0.078,0.053,1399.627,450.412,1719.753,266.263,2280.348,313.498,2280.348,313.498,16.194,18.263,20.535,19.944,20.343,19.78,33.274,4.206,4.429,4.875,4.96,3.942,3.912,2.511,2926.117,805.611,-230.674,121.527,-4.753,39.168,-0.867,14.294,7.128,-1.24,-14.902,13.935,4.044,-1.718,-0.513,1.293,-3.628,-6.538,-7.408,-2.854,1.587,-1.737,68.103,26.816,32.583,20.282,18.818,10.376,12.832,11.915,10.324,9.049,8.66,8.393,9.496,8.834,7.77,8.403,10.305,8.758,8.588,10.931,0.293,0.187,0.314,0.312,0.315,0.312,0.291,0.171,0.185,0.227,0.315,0.512,0.246,0.211,0.364,0.316,0.348,0.325,0.29,0.199,0.239,0.257,0.236,0.412
blues,0.075,0.108,2.137,3.473,0.055,0.03,0.093,0.056,1245.885,317.657,1633.021,226.156,2210.804,251.748,2210.804,251.748,17.319,18.722,21.852,19.743,20.492,21.016,32.723,4.858,4.618,5.784,5.101,4.633,3.85,2.324,2633.121,840.488,-235.771,129.728,-5.354,45.284,5.558,13.321,3.59,0.492,-20.286,12.198,1.255,-2.396,0.155,5.568,-3.114,-5.283,-9.482,-5.965,2.855,-2.641,57.266,20.899,26.625,14.467,14.693,10.637,9.713,12.945,8.181,7.854,8.43,7.417,5.546,9.926,12.785,10.047,10.192,7.377,8.907,12.184,0.282,0.134,0.174,0.196,0.269,0.24,0.16,0.103,0.173,0.239,0.366,0.573,0.236,0.195,0.285,0.279,0.363,0.317,0.214,0.127,0.237,0.279,0.284,0.412
blues,0.068,0.098,1.922,2.775,0.066,0.042,0.086,0.047,1425.067,435.025,1776.748,313.101,2365.873,347.779,2365.873,347.779,16.89,17.783,20.524,19.038,20.49,18.713,34.212,4.955,4.305,5.318,5.304,4.33,4.597,2.934,2832.665,906.021,-224.067,125.648,-10.141,42.271,1.715,20.06,-7.242,8.944,-17.232,21.289,0.312,4.587,-3.208,10.214,-2.435,-3.868,-8.072,0.007,0.071,-2.857,72.611,25.979,35.171,20.504,14.111,13.263,10.044,10.639,10.832,9.681,9.797,8.236,8.566,8.104,8.029,7.357,6.868,8.16,9.576,9.051,0.227,0.168,0.164,0.255,0.423,0.281,0.269,0.336,0.469,0.565,0.318,0.26,0.269,0.2,0.223,0.248,0.361,0.272,0.287,0.301,0.32,0.388,0.255,0.29
blues,0.059,0.089,2.388,4.669,0.058,0.029,0.074,0.048,1355.633,313.561,1790.98,343.12,2394.617,350.92,2394.617,350.92,16.726,17.922,21.63,19.606,20.191,18.8,33.435,4.361,4.489,4.932,5.241,4.198,4.354,1.461,2871.185,1002.582,-239.561,126.317,-4.157,35.076,0.651,18.61,-3.607,2.659,-17.866,18.977,4.226,3.953,-2.994,7.964,0.398,-1.019,-3.316,-0.006,2.616,-1.313,59.426,21.765,30.53,14.383,14.462,9.453,9.317,9.303,9.468,10.769,11.67,7.875,7.202,7.595,7.265,7.901,9.768,9.511,8.725,9.481,0.286,0.205,0.158,0.254,0.417,0.254,0.275,0.379,0.461,0.532,0.286,0.249,0.336,0.264,0.221,0.275,0.349,0.248,0.274,0.34,0.308,0.392,0.25,0.291
blues,0.067,0.102,2.354,4.509,0.06,0.039,0.084,0.057,1429.162,393.224,1853.905,308.377,2438.133,361.831,2438.133,361.831,17.253,18.313,21.218,17.688,20.19,18.314,34.018,5.02,4.717,5.671,5.147,5.164,4.701,2.602,2975.779,950.403,-240.547,114.454,0.414,45.448,5.03,21.767,-4.139,5.379,-13.322,15.748,-2.104,1.949,-0.084,9.457,-0.71,-4.999,-3.575,1.321,0.158,-1.304,77.02,21.785,37.613,22.26,20.773,14.001,10.505,11.114,9.431,9.509,8.34,8.295,8.145,8.311,7.579,10.41,9.826,9.863,8.897,11.272,0.222,0.176,0.139,0.159,0.373,0.321,0.228,0.262,0.411,0.624,0.404,0.236,0.262,0.226,0.194,0.176,0.354,0.294,0.283,0.292,0.316,0.402,0.316,0.238
blues,0.081,0.112,1.826,2.239,0.05,0.028,0.102,0.046,1111.126,492.513,1436.367,281.139,1963.053,211.655,1963.053,211.655,16.199,19.66,22.234,20.112,21.349,21.757,32.103,4.725,4.678,4.863,4.944,4.356,3.668,4.292,2242.801,1064.976,-234.914,138.108,-4.238,63.71,17.701,10.062,1.531,2.879,-14.581,7.443,6.417,-4.038,0.624,4.782,-4.099,-5.414,-4.38,-2.885,-0.414,-3.444,71.565,28.643,27.506,18.244,14.913,11.687,10.829,9.669,11.532,10.221,9.04,9.38,7.866,8.312,8.204,7.009,9.174,8.765,7.63,7.203,0.306,0.182,0.149,0.177,0.303,0.24,0.262,0.326,0.409,0.565,0.374,0.358,0.329,0.223,0.22,0.207,0.327,0.216,0.27,0.299,0.283,0.388,0.236,0.346
blues,0.078,0.11,1.976,2.737,0.054,0.034,0.099,0.049,1133.606,498.911,1433.241,274.599,1959.089,209.476,1959.089,209.476,15.837,19.497,23.507,20.991,22.137,22.133,32.205,4.542,4.939,5.09,4.88,4.612,3.788,4.293,2201.258,1053.045,-239.99,137.543,-6.24,63.155,14.932,11.228,2.553,0.917,-20.08,7.266,7.17,-3.476,1.071,5.437,-3.04,-4.427,-2.845,-2.463,-1.08,-5.239,73.33,30.369,27.711,19.812,15.062,9.349,10.724,9.357,11.781,10.815,10.821,7.903,9.11,8.944,7.475,8.866,7.656,7.37,8.583,8.637,0.316,0.235,0.155,0.127,0.282,0.26,0.211,0.256,0.401,0.606,0.348,0.244,0.352,0.265,0.229,0.156,0.312,0.273,0.255,0.267,0.295,0.392,0.238,0.273
blues,0.063,0.088,2.271,3.738,0.041,0.023,0.079,0.04,944.229,422.605,1332.705,227.287,1900.77,172.629,1900.77,172.629,15.731,17.959,21.981,18.933,20.387,21.336,30.2,4.497,4.523,4.739,4.356,4.37,3.519,3.259,1821.979,983.101,-263.443,147.956,0.347,56.141,22.52,9.553,5.262,-1.152,-15.474,5.991,7.594,-4.043,2.787,7.591,-2.098,-4.556,-1.789,-0.829,1.62,-3.445,68.376,24.642,28.772,17.707,15.296,8.618,10.569,9.372,10.144,9.619,9.501,7.918,8.433,9.288,6.604,6.877,7.127,7.759,7.479,8.09,0.294,0.214,0.172,0.168,0.326,0.273,0.283,0.352,0.459,0.582,0.37,0.335,0.3,0.237,0.223,0.184,0.324,0.247,0.306,0.304,0.304,0.373,0.234,0.333
blues,0.057,0.082,1.913,2.612,0.06,0.053,0.071,0.04,1559.608,463.997,2087.836,336.82,2661.009,340.607,2661.009,340.607,18.734,19.447,20.994,17.918,19.305,18.658,34.996,5.155,5.052,5.759,4.842,4.94,5.202,2.807,3567.692,1150.096,-254.178,103.338,9.004,52.773,7.601,28.007,-3.411,13.062,-18.263,20.017,-3.192,3.124,-5.485,9.176,-1.838,1.228,-6.12,0.655,1.791,-0.824,58.018,26.031,27.895,14.192,8.396,11.775,6.054,8.913,11.427,9.381,8.3,7.443,7.935,8.178,8.555,7.243,8.143,9.74,8.814,10.533,0.135,0.149,0.21,0.255,0.36,0.497,0.357,0.306,0.308,0.34,0.429,0.251,0.173,0.214,0.255,0.285,0.336,0.406,0.316,0.278,0.305,0.293,0.386,0.254
blues,0.047,0.068,2.132,3.526,0.06,0.041,0.059,0.035,1577.314,363.219,2144.898,371.718,2712.364,349.222,2712.364,349.222,18.573,17.756,22.453,19.482,20.088,18.298,34.529,4.839,5.028,6.064,5.515,5.309,5.281,1.714,3808.229,1267.481,-269.127,105.148,10.878,43.536,-0.186,26.862,-3.218,12.98,-17.95,16.337,-6.312,4.483,-4.115,9.795,0.197,7.039,3.71,8.026,5.959,-0.821,47.175,22.476,24.694,10.122,9.283,10.784,8.399,8.384,11.387,9.943,6.359,7.839,5.822,7.722,8.349,10.154,13.902,15.333,14.19,9.281,0.235,0.217,0.25,0.267,0.243,0.297,0.246,0.335,0.387,0.281,0.385,0.255,0.296,0.276,0.288,0.309,0.298,0.327,0.252,0.324,0.355,0.261,0.402,0.251
blues,0.09,0.129,1.936,2.767,0.048,0.025,0.109,0.069,1279.96,333.594,1864.178,324.727,2514.595,297.355,2514.595,297.355,17.715,18.863,26.768,19.374,20.082,17.802,34.514,4.724,5.095,6.641,4.353,3.664,3.837,2.016,2686.23,1157.188,-241.006,115.942,16.756,40.963,3.739,18.814,-5.904,-0.772,-21.514,7.602,-3.305,4.783,0.948,9.83,3.875,1.42,2.588,5.482,4.223,-4.111,52.428,21.401,24.155,11.494,9.002,9.269,9.074,9.342,8.856,11.83,6.342,8.149,6.56,9.014,12.449,10.406,9.154,13.631,12.923,9.373,0.181,0.11,0.192,0.135,0.126,0.203,0.205,0.179,0.342,0.461,0.236,0.366,0.253,0.178,0.303,0.228,0.217,0.288,0.24,0.238,0.337,0.421,0.187,0.42
blues,0.073,0.104,1.991,2.873,0.053,0.041,0.093,0.046,1082.245,470.949,1446.972,190.582,2050.705,172.07,2050.705,172.07,16.574,18.866,23.491,18.921,20.82,20.514,31.409,5.155,5.339,4.935,4.411,4.338,3.493,3.695,2013.454,1047.648,-253.753,142.482,-3.327,52.267,5.529,14.285,-1.831,-4.046,-16.809,12.534,-2.82,3.27,2.016,6.448,0.624,-6.767,-7.268,-2.631,-5.011,-5.054,75.063,21.929,33.311,14.903,19.28,8.275,10.556,10.936,8.699,9.048,11.188,8.981,8.552,9.299,6.166,8.747,8.674,8.127,7.43,7.159,0.167,0.171,0.136,0.222,0.306,0.129,0.112,0.223,0.447,0.61,0.268,0.148,0.276,0.239,0.231,0.285,0.367,0.199,0.184,0.273,0.296,0.417,0.234,0.226
blues,0.076,0.109,2.072,3.194,0.052,0.033,0.097,0.05,1100.842,420.838,1454.212,232.383,2041.287,207.364,2041.287,207.364,16.799,17.333,21.826,19.207,20.224,20.27,31.798,4.95,5.14,4.392,4.208,4.211,3.69,3.167,2087.672,1135.628,-237.615,143.697,-2.918,44.672,0.899,8.672,1.032,-6.478,-12.773,10.849,-1.876,2.374,2.477,1.648,0.222,-5.979,-3.296,0.699,-2.533,-2.757,72.526,18.114,35.573,18.601,20.479,8.987,9.427,8.543,8.174,10.75,11.056,8.284,7.255,7.776,7.724,8.896,10.477,10.321,8.821,7.7,0.201,0.193,0.129,0.218,0.376,0.145,0.119,0.235,0.425,0.576,0.318,0.183,0.29,0.247,0.204,0.259,0.38,0.175,0.189,0.279,0.302,0.406,0.291,0.229
blues,0.082,0.118,2.02,3.024,0.071,0.05,0.103,0.056,1310.224,562.567,1510.246,221.183,2058.43,173.619,2058.43,173.619,15.994,18.527,22.47,19.922,21.348,21.332,32.878,4.22,4.956,4.28,4.513,4.391,3.879,3.801,2440.796,1092.022,-221.348,133.582,-12.664,49.816,4.947,7.234,-1.18,2.44,-18.205,10.471,1.383,-1.353,-0.819,5.868,-3.193,-4.853,-5.897,-1.855,-3.536,-5.556,74.219,27.688,31.8,19.091,24.029,10.963,9.245,15.204,8.684,10.759,12.182,9.178,9.945,8.11,9.147,9.169,9.642,10.173,8.98,9.005,0.205,0.242,0.214,0.253,0.372,0.237,0.166,0.222,0.326,0.507,0.333,0.195,0.274,0.295,0.292,0.289,0.367,0.269,0.251,0.279,0.284,0.406,0.303,0.239
blues,0.056,0.081,2.392,4.544,0.051,0.02,0.072,0.038,1287.496,265.85,1853.057,277.569,2499.968,274.745,2499.968,274.745,16.352,15.687,21.242,17.041,18.591,17.051,34.05,4.158,4.324,5.007,3.618,3.207,3.119,1.769,2707.638,890.329,-232.823,132.91,3.9,40.141,2.929,19.441,-10.324,9.363,-21.205,13.764,-5.059,3.865,-4.841,10.358,-7.238,-4.803,-6.159,-3.512,-0.608,2.962,46.795,18.889,24.16,10.68,9.95,9.223,8.313,6.922,6.77,7.622,7.765,8.656,7.204,7.325,7.419,7.409,7.18,7.962,9.3,8.514,0.244,0.194,0.242,0.298,0.536,0.24,0.205,0.302,0.324,0.252,0.235,0.344,0.267,0.245,0.292,0.258,0.415,0.201,0.248,0.33,0.339,0.283,0.246,0.335
